Expected Category, Predicted Category, Next, Diff,Content
REQUEST,COMPLAINT,REQUEST,-0.000000000000000000000000000000000000000000000000000000000381321620227361338862484940320271955119295204576064533777716998434304675943642818440520000822484500608473975535903541608914920059897423863409980090565252228811723280956271975686572471415325183691531860741037902980138539910380678878828132604784245707642717441444298907254022346901321799040092698903772419794987038850780261492336079678572982530762454335488000,kindly tell me how to contact customer care for cr card account login i tried your all number and become full
REQUEST,COMPLAINT,REQUEST,-0.0000000000000000000000000000000000000168358179887996632105447928750426176187742818091410997245381745795978384369051140315177216004653302693000495890299626748140381684077061208445287577790873009488729469313728111224661063178156392969925559455316447831020517543499627226339610316901326137233774837760000,is this a valid email  i do not have any account with you ending with
REQUEST,COMPLAINT,REQUEST,-0.00000000000000000000000000000000000000000000000000000000006860425008495999927412304953113471867234930398093707231645891451524287807245419827907402059239703342776965370328492657145878529044066908493503932920015182385705355487010651156182708523016417088428311249476041464507916537603637314656317479597057616815494598659314100928114344262208762441361954619576147953147411861100460004668521073975587918647334702940160000,number my new relationship manager's number to contact if i wanted anything  however i called sahil today for a call
REQUEST,COMPLAINT,REQUEST,-0.000000000000000000000000000000000000000000000000000000000000002245151862210343697516573392207877851506806743923487772279863234121975655207491211000796218439799198294516231634647704657953156241083795918225620776101905816207468220092531776453748092286784499676524352617484445395905063366039229130502620202664969984740615778959045389580821750501332319459632565510144000,why is my pockets card blocked online trans  calling x but exceptional call vol auto disconnect incorrect ivr
REQUEST,MISCEALLANEOUS,REQUEST,-0.00000000000000000000000000006776547443008694754596710126626660076022584772020865961286544738975778116946025306329823152241198179705709057891865166414438970167464528206589888042286346416000,i ll b in delhi on nvmbr contact m
REQUEST,COMPLAINT,MISCEALLANEOUS,-0.0000000000004453326522997113734453296326750989681617893366932517710937519816902365698134236320,nothing yet  please help
REQUEST,COMPLAINT,REQUEST,-0.000000000000000000000000000000000000000163758988733161322585637981604805909821976551880340712931743038912776074249630200190426340373099198604919298804472430776307218830229688052855418863534238347467105509359239213202381556777098423359689231474591849963646377247793160098538523361323137073044045824000,can u give a resolution r solution to this  i send a dm as well
REQUEST,COMPLAINT,REQUEST,-0.000000000000000000000000000000000000000000020604376103871177037525865391931810526013658055749710619233323095876712195237500374324031120563823349969882936312394553953704230011939522171256370722301700674354419459353767258563596900050901043559745630149092021446280456701450975035561571801793510640418523556269043606020423680,i need to change my primary contact number can i do it online without visiting branch
REQUEST,COMPLAINT,REQUEST,-0.0000000000000000002600833863112332879388288935374529528053127904976909302539648095695265944074223007413867475850510898895457860700,someone give me a solution plz
REQUEST,COMPLAINT,REQUEST,-0.00000000000000000000000000000000000000000000000000000000000000000000000020132764306892155937817399300669770912826901392740462861927434092592439894273745803520150643203291266140135404778495059303081044141224152121124058378790359112442049178360107929162493094181998663968901721713537804920864052754226485556198840455130982342750677427117030429270062184756654165864595089671168116160443980620039861866271067920759790443398979824797814567815292135665271365147788080678184960000,today i got a mail regading the same where mr  sandeep asking for the further process  let see if he could do that soon
REQUEST,COMPLAINT,REQUEST,-0.000000000000000000000000000000000000000000000000000000000000000000000000000000000610690207718008579651288993098402529337362033728437298785913102742674562890213329163833532875677721438682637991691110961213861500552654686209723717659899686400015899466271826662204685393732823964919875940019494835355677155533290405973495848870552587013418529591990936537525432749744911282652404962930766430505338565663268163362419104456760614825464127011386136028812661071252532889793393070838615966295476431811942173976836905556621467486408566374400000,i wl foreclose plz dnt worry on that  but i need a letter for cibil to rectify kmb's blunders  i hv to get my score correctd
REQUEST,COMPLAINT,SUGGESTION,-0.0000000000000000000000000000000000000007046770151487381146642210324402478047746205047867620486102885231146995772058058112117929169207259702801600395444068812587655497289429795043267050369748345721771885069568129549711078378401133787277877262997252246171985986779080678642350238046617600,why there's no kannada language in ur challan  saw this today in bhattar
REQUEST,COMPLAINT,REQUEST,-0.000000000000000001901067837013607727274450787914946314232321376274861697738036646329619928973869065719159571690785382180874830312000,Looking for a credit card.
