Expected Category, Predicted Category, Next, Diff,Content
COMPLAINT,REQUEST,COMPLAINT,-0.0000000000000000000000000000007810246385214760902439893692394423554020739092782401377518753692509367280750220351866989406034074040583909445156292336046636949931906875240542785660812424452830404398016669290000,it's unauthorised atm withdrawal transactions  waiting for the revert
COMPLAINT,COMPLAINT,REQUEST,-0.0000000000000000000000051702096110279826104981669053370115914695752115560973775517923365748806094387019965398707794957400317376529014902882279719786282029911077486307956800,chor bank still didnt able to find anything
COMPLAINT,COMPLAINT,REQUEST,-0.0000000000000000000000000000000000000000000000000000000000000026502809424409659572121177357874686886706000655464572748716606890934205037603137307260526270413895623738168610245509139059518745392418934342150819886411452962807257804150780319620509548364793773675121667925431049160964571126274490354447171603893064988449822483161698663239568547391058699094541968600818349550938919412297472000,dear sirdear kotak teamthere is no reply on my tweet dt th oct pm  clear case of misselling insurance/inv
COMPLAINT,COMPLAINT,REQUEST,-0.0000000000000000000000000000000000000000000000000000000000000502408574011900152383397342012839635861673833006798272579238019994988137210044305725856724981391444137583705563504505925789193216464956600900950335519211845787937071898277514447713706481708662186807380424227367365183346773417263621258838834528541790772640601054334108337031779896989099357722576323259027449556331205565367248105139361907888401612800,if your ch***pa over take an action agnst ur bnk else u r a chor tat i alrdy prvd so
COMPLAINT,COMPLAINT,REQUEST,-0.00000000000000000000000000000000000000000000000027355016661408598576903327851226082717431227340649400786384259598139995882000113256943027945480353312208528038170808014756080364206677121222399561878358411766193461266184897364598586559763218069893037618553059331454083322414405009675838989879636707988328142928334801434750307477278357708800000,wht abt my other charges  they have committed to do needful within days  its already days now
COMPLAINT,COMPLAINT,REQUEST,-0.0000000000000000000000000000000000000000000000000000000000000000000001825757552979915545545565797190540819459083945868835556603701634535865681725256541277363471060761401037614976700497069479574017019889869190951429211464204540220258885119913753417160566002487577436735881475676776852611525588446427968765724331228993519747814408185187848994617683623910548740959922837277284989382745819500282367829928670293255921653605998010201190877062701002729217409272136910284649424732776702400000,days gone     and over that months eaten away  what is your bank doing  reply saying u cnt do nythin  u r wastin my time
COMPLAINT,COMPLAINT,REQUEST,-0.000000000000000000000000000000000000000000000000000000703841074107814876275410077145734391657169615547673925716485841196520274385871862854782267110932190320897120767118925975551143379725125462585296835354416333716803815591732078400921896878894972400767902891632863539780379817615862910140428404881054271432134772193395781048105904296527462853236905314731256178558546622837780399013601376652492800,why take after months is my concern  that amounts to cheating is my point       even after a month is dubious
COMPLAINT,COMPLAINT,REQUEST,-0.000000000000000000000000000000000000000000000000000000004367899771848216480094014524064283702841443290393575270491894368786888367205934981327352194376515588476858862675275319758077489369335221033335773113235033816768496611052224266285824539286090249614551664809295416452572891197730107772573595415438656658046453290540957590189569666503212536150037885329073817138859760644189453108214391048393195520000,all other banks i deal with take charges immediately which is best  you know ur charges before taking the service
COMPLAINT,COMPLAINT,REQUEST,-0.00000000000000000000000000000000000000000000000131729833245038482685818086365603287084651163045087399889845443489438378526155916256417301152788725264549211329774672814248967469125700132208942582824919743594687557452577197001144148867430681531230180702962363177914975368297660237569361168468481510400751925497625404686499840,got a phishing call from + the lady representing asked for credit card details and cvv
COMPLAINT,REQUEST,COMPLAINT,-0.000000000000000000000000000000000000434641164040965887784172311063512717408152038173097810117734036129881703039849652868570732450274583016609188768032218573012573105587159640219587565316120808409243991435737036887343627197361464000,m not going to pay emi hereafter  mark it as npa
COMPLAINT,COMPLAINT,MISCEALLANEOUS,-0.000000000000000000000000000000000000000000000000000000000000002884630740607222313067977129329924824976641545501003907347090823638697727326578278351533568358428029800723582701575833104746814298856796219421529985517960567746968629036190172721903580631155485442794111775539153134726859622239525996014632528577315738260635043362981685299807211294903531865993989878810964480000,lovely   your rm in delhi doesn't even bother to address his client with a salutation   uncalled for   shameful
COMPLAINT,REQUEST,COMPLAINT,-0.000000000000000000000000000000000000000000000000000000000844551888216708357317597894714851270559750869631481938063360700462329725044400057476500316519955405651100259144384656118540410383988941062618422914118812648409321879200871963299013986208863278832888509395417369938536850320412543032662633910515873412984675094677923023235264564328449739840437820929832930359681359850403035873280,surrised that to close the car loan i need to travel to cp branch from fbd is challenged technically
COMPLAINT,COMPLAINT,REQUEST,-0.0000000000000000000000000000000000000000000000000000000000143837166529651024674674089524170713861702678539194441731853112755205898914115556685799648662882315791703873186360352750071479760077528919486808643703364823967168688387665643608388819935694322625055397831529579825000517460473992459759315168018133489776289438039866441248223364514145726953617929072141324701281088159036833197081600,i hate psu's they've extremely bad way of treating their customers i'll go likes of or
COMPLAINT,COMPLAINT,REQUEST,-0.000000000000000000000000000000000000000000000002217291545204856153475137137737216587273198059863993999439500088872957386721468206172353342725864700704553213761975922160459318147934571045002458203492518608372983556832006232079065126010483649988855027695440447980324604725873582396698092466671206161354016002294274355151388867354883535123904000,my money is been drained up in the name if imps without any reason  need refund immediately
COMPLAINT,REQUEST,COMPLAINT,-0.00000000000000000000000000000000000015019476869519214183596831590546289911580826182116749895827111683003041199609586438780250166565062311620537970888245591541166116308867397587755087962831534880139788096462071787082346147172064849940899248773536000,recieving a message you are not authorized to view the page kotaknetbankingdown
COMPLAINT,COMPLAINT,REQUEST,-0.000000000000000000000000000048820476062187775107513858869873082892139855174139100558751351289613523280825917555685678429857829712524223238394254725992074467910538678943086951469970809889389005000,ing vysya was best but you people ruined it
COMPLAINT,COMPLAINT,REQUEST,-0.00000000000000000000000000270453342928945189973432581474589340606936018582831398927068720675299944112312268796717782811213463396204759507529570913284304334484760128134850686435555563046835242000,chorbank  you are stealing from your own customers  pathetic
COMPLAINT,COMPLAINT,REQUEST,-0.0000000000000000000000000000000000000000000000000004979081066221539654344857547738426852111170064143033374462067765530271202526665320936003367238334899440459814716456378025217778383367122389813164434244221183808846141660622948177982790624908948844411580742080933844423977959944966263022539511477877868144156155627738002312122303028779324127024856917675441469299302419573004825600000,experienced fraudulent transactions on my credit card for the first time   had to get it blocked  efficient support from
COMPLAINT,REQUEST,COMPLAINT,-0.0000000000000000000000000000000000000000000000000000000000000000000101963650834046745579241726489128096155591538988299863293232353339991604093621552633484578780777551414868264109374041802931522178052501737213937530318769358950132328218646139074216613685913383544151566818875059608754478361178974931580351186178982823809438696543670991341734798598503265269676613233899466036997757426590504572110609436258111221256118509014343811819745524625028051130777600000,kindly check have requested credit card on ur site rec call on this number in   pm that was fishy fr me pl investigate
COMPLAINT,COMPLAINT,REQUEST,-0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000708331804213316941243888277597501441561052748005689775318854758738998539180341042069566518931138548760452610180301995150266216530414291275099898468535590874365532721673145983308698793175257831552598804812086735544963461845729553062678133570808852963236537399518403311452116855922169814672897710765853234048568468008730117349950915247642667639279307335438287960265659352761489917648185252358142419461246102383715022159289335405446907711528761541219457933732255517723067025044349350680985600000,you have confirmed on mail that charges cant b waived off to which i hav askd u to mark loan as npa as i won't pay like fool
REQUEST,REQUEST,COMPLAINT,-0.000000000000000000000000000000000000000000000000000005185753446512344863810409809208613562916831391041731264358228341332151234732080370297347794156476855292384939424490476542785429662018389281094192371879399654642198623327263680952817575833417259956961783415234586104776173189662070925746775250126101318803766985053773797612903191396101365760,my client wrongly paid excess incometax through icici online can we get reversal by th oct mrng
REQUEST,REQUEST,COMPLAINT,-0.00000000000000000000000000000000000000000000000000000000000000000018883357309335159850845617293809079021419806697229033067018001253941446362586275465436439587524230532568673657980618411828421733790102950321646722671519212467817498116445440300452114441590010201637373263609723387464593905494756155442179460222421296810004262145531470787791413188251891941054066672593562832484104873020003504699979435369399100342492335707493662829349953528547784652817458577783803904000,my salary was than how your employee open maintain a/c he don't told me about that   plz help me  i need your help
REQUEST,COMPLAINT,REQUEST,-0.0000000000000000000000000000000000000000000000000000000000000000009624089681417724716982920148750261220330585157108282653412096787826110954925474512823629044622148794398115363098401236634277302232530534844258361936555836823503604033370454057136640168295963332613463871961828926361998395204819138208956500672848693958401484864380747793001646575372830456553525745609381132019043283086475341213105216288382884407261473103973458990903359554407621965316935371626248504934400,i have submitted the evidence of whatsapp chat and the answer is same share the email id and will send to you all details
REQUEST,COMPLAINT,REQUEST,-0.00000000000000000000000000000000000000000000505516445474056697799175905593285439489885918876306924615888870165146884320999023128090779833197953991307131493627032940308040414268774544593370621300055112289494905844858364713100856588150316983447530509144799632945551135762264073215211543286710695266849618236078424189897803277642678742784000,hi i want to unblock my credit card tried calling but number is not working  please help
REQUEST,COMPLAINT,REQUEST,-0.000000000000000000000000000000000000000000000000000000000000010825665561735233087681021255717042804937378424968132030521142071522752256661916767815144499783584790017719733418209044762316324691800996861897995465416268082306563836446646252789050515015652521940243985718281253992083914826112771030782344180164180838321085044852666093250966481995490798385115171806258916026464217534478373118397464988421742643921872995657136146897331814400,dear sir if u have the answer to my query pls respond  i am being harassed by ur official on this pretext
COMPLAINT,COMPLAINT,REQUEST,-0.00000000000000000000000000000000000000126523133310969716892242655680073767272788502595593870304654187153050421143975547066893950416412156633504139556580002220785013781957144577627130230074738007347464502798232205394037756725480179514244377805488095946189870888975616000,why your dnd  there's a national dnd which you need to honor
COMPLAINT,COMPLAINT,REQUEST,-0.0000000000000000000000000000000000000000000000000000003723894070587346816743826594594713109082425962135271247549267142661338330891199920330181924433977205156212847813000086728717019086440904258009930698792013794701332177218702909929784333322208728875959548688935072919863877237009788120607513540274506860451756116596553679684281236406089469951321375474568742128209877383934337454385426800772644864000,what is more frustrating is that for customer care you guys only allow characters as the limit for a message
COMPLAINT,COMPLAINT,REQUEST,-0.00000000000000000000000000000000000000013523149386289361272737916381834167324220317726834715462504469103285993597391887659394173692363804379429411280295892860317805975976794345122096135261959989681658886764302324856204546683142194486602507563831957980229115547609055522654538785095680,this is completely unprofessional    remember customer care is very important in the service sector
COMPLAINT,COMPLAINT,REQUEST,-0.000000000000000000000000000000000000000000000000054483052706746177656355662682690748957561673748188350567205306415575321518648981915164257144654651874496094361807690495074869493256247894441672611522883918176487782928850799649689840591533434823570661516933755604161236709003512502364271242359505922196373158490369449822034786608859931469869691087022502714167161600,in my yrs association with this bank its pathetic to see such downfall of this bank  hopeless service
COMPLIMENT,COMPLAINT,REQUEST,-0.0000001399030518552770773983829147478059591975397950700,thank you
COMPLIMENT,COMPLIMENT,COMPLAINT,-0.0000000000000000000000000000000000000000000000000059119659902080368086207128791088857328872972278035665155872118381761457943600203899669708867325137585625483942853753535892561734461341344448581433610831897541710401242460490495806668929420069429813969322572773070193081779787434679952983006164018455706292206052789198449803522231683517806434605616425719511226807038618591838507365435819637820800,pls dont go with hdfc credit cards  no offers or benefits for existing customers  better go with sbi or banks
MISCEALLANEOUS,COMPLAINT,REQUEST,-0.0000000000000000000000000000000000000000000000000000000095180685352741026115732817251555923724560239758449805356464669047979427025124155801919210905529376602579935900694148853614796468580374526410207544157446364681123757760786334910989202323269992331470129795052366834654334145312909995303458126410703535827840564070020854172191275972706655361586030843214233215237660803756490498048000,days and the elephant called icici bank has not moved reward of banking from inception being wealth management customer
MISCEALLANEOUS,REQUEST,COMPLAINT,-0.0000000029762011209733336134261848558588142322131434895494374901194670950,shared my number
MISCEALLANEOUS,MISCEALLANEOUS,REQUEST,-0.00000000000000000000000000000000000000000000000000000000000056479508869072054340576363378934921642967070521949088342689051709358801317489323703012339473916655162966053584934901359325469705244601848683083407369245980124255391829703282370798866149203096297336808110439105754111402038170809610530000110912745556740792688987771849744121075270579956900193047007766755650259200,this is how fraudster operate  web address is same except *s* missing in *https* and *l* used inst
MISCEALLANEOUS,MISCEALLANEOUS,COMPLAINT,-0.00000000000000000000000000000000019447423807565800792730559587139362138337884593428297810321564117195759826110699400175907971864573832690972382903519418224744833405918834058990703441775581035837182121032168029459038065370841052293350007868285044635746698533159729043444998578508611387825336116172843965524153855992988016975063961600,a small ell instead of small i in the address  the s missing after http  fraud mail
MISCEALLANEOUS,MISCEALLANEOUS,COMPLAINT,-0.00000000000000000000000000000000019447423807565800792730559587139362138337884593428297810321564117195759826110699400175907971864573832690972382903519418224744833405918834058990703441775581035837182121032168029459038065370841052293350007868285044635746698533159729043444998578508611387825336116172843965524153855992988016975063961600,a small ell instead of small i in the address  the s missing after http  fraud mail
MISCEALLANEOUS,MISCEALLANEOUS,COMPLAINT,-0.00000000000000000000000000000000019447423807565800792730559587139362138337884593428297810321564117195759826110699400175907971864573832690972382903519418224744833405918834058990703441775581035837182121032168029459038065370841052293350007868285044635746698533159729043444998578508611387825336116172843965524153855992988016975063961600,a small ell instead of small i in the address  the s missing after http  fraud mail
MISCEALLANEOUS,COMPLAINT,REQUEST,-0.0000000000000000000000000000000000000000000000000000000000000360511107890953794150021849952147216946130875779851099275056396760369257448546337985363216771469547640623826370672452628540796884620108785104253368971244866818990945862749836064887729718189115044567886991941223707235230218301403552919659944707001736338258002645696500891560568252153364902998948740404444258814293146056780770739083569692074632151040,ultimately he had to take down the tweet and tweet a fresh tweet tagging to which finally they replied  /
MISCEALLANEOUS,COMPLAINT,MISCEALLANEOUS,-0.00000000000000209939823554724134600908149661683197428722659550726546411659130102513833147954505750641161651069640,finally  after months of waiting
MISCEALLANEOUS,COMPLAINT,REQUEST,-0.000000000000000000000000000000000000000000000000001617928909011389980881587385015953592271591271703377241897918798229452043356300725505668509433846925534107034681843174397912160011489509261438051536543824466623969423902576309174713515184677457587736920571010430624092753809931513056420388259774962804427985667832656655082974381013440287263328458433772473600,i have od account in your neemuch fwa  branch which no is in this account many time irrevere
MISCEALLANEOUS,COMPLAINT,REQUEST,-0.000000000000000000000000000000066931987468865892767547181517516975140869177650624571015464539799386800425883648781387578378944866299635967357755930007696026415458621475328431008033088609979565055485334661269671952334552416000,cc closure request and confirmation   but card account still in force
MISCEALLANEOUS,MISCEALLANEOUS,REQUEST,-0.00000000000000000000000000000000639757189148823585762038971576479436355338322577596654236318522249888557070837319312911145840292036412202518779811653949012285227318415314515007703182670154915617385655305146018909902091690654311394963200,join md at ascentconclave for an inspiring talk  more info ascen
MISCEALLANEOUS,REQUEST,COMPLAINT,-0.000017558310101092150382288557955130,sure
REQUEST,REQUEST,COMPLAINT,-0.0000000000000000000000000000000000000000000000173458587540793147956598375924323985784948837526002448945831476374037088877613014140688876118094812595166127584637934693764592269097457685250223016527459161373029953734455263967453237729763866297600984852236554727544397348595423182701021783258383964929861284573277336916749791081004497612800,someone is misusing my email id on an icici bank account; how can this be stopped
REQUEST,REQUEST,COMPLAINT,-0.0000000000000249198099283193875379380047293392423464432344273198031468703920968772226946803899294063466106772000,please check on 's concern
REQUEST,REQUEST,COMPLAINT,-0.00000000000000000000000000000000000000000000000000000741311133900815887860095469980651728672149708840311518013678590190231879441240515894095143035117702682518281073122173843260661081800705179285843513076341132861672442289344193511894677032433536746814028889025910570513394596692475010841026608615332417849283404790174986920040225189209424896000,i want to talk with some authories senior people who has power of decisions making my no
REQUEST,REQUEST,COMPLAINT,-0.0000000000000000000000000000000000000000000000002300706152035123780573544352013494675518699809691271251744470081935664856115617346087280761348573981231944121854294559840808479548642028481043844948609876329617617118165644612272284379372202244963399063326488851080232011052306367239112300309881412679362916815031579893040639418330758480575175782668589383680000,hi team i am a corporate customer   could u pls contact me i need details on demat account
REQUEST,COMPLAINT,REQUEST,-0.0000000000000000000000000000000000000000000000000002841517002941780717493866789818006883023948285219747188963952315494456434252150994298881028144759391114680717388069377028044109804409665873541128568488592994672032866060394801318342303933917456813127058611792129188179677504448392867111040860732043199225685264284872330453386996639354795091200000,you to write to antiphishing com with your contact details incase you receive any such calls  furt
REQUEST,COMPLAINT,REQUEST,-0.000000000000000000000000000000002297916898865724951213795729443350282475434291516270850904496315009096007384515813509856530975435411740396007476092272425533817730586113053439361943463634386068687052300912670294782092769631954809542248028700000,please also refund the other atm charge been applied on the account
REQUEST,REQUEST,COMPLAINT,-0.00000000000000000000000000000000000000000000000000000014430644095162798329640465060817712520148954243356943973253032204922485365838162919046439462645910865346571164627355410643104898117899430193768232642969354396989626549169242349489803816966850085119269376852793317994041645347382380437163334473387536647791627163841792401375115613014962942782638500880754223041698121805491200,i have tried so many times plz email me rk_rose  com  from mail id u can get all details
REQUEST,COMPLAINT,REQUEST,-0.00000643058093588937938895913209619427850276507197940,call me
REQUEST,REQUEST,COMPLAINT,-0.0000000000000000250514851340639654535185264759591967845876658519130561730629948555153439596082448437037751818320750900800397937600,please look into the matter asap
REQUEST,REQUEST,COMPLAINT,-0.000000000000000000000000000000000013871259670147881260626496313198120634829152904048952438695347645881706042788081196213115512993396326941490704197598581345948924397697435301330111218365087533728128031770176377311876603595448436089171623792000,these are fraudsters calls please don't share any information to them
REQUEST,REQUEST,COMPLAINT,-0.00000000000000000000000000000000000000000000000000000000000579555374738503241838539510451962343548209919222396840029836622812824869959112223067193470656332183664145916535438068725491045976746111095276227289476015660141065603113290908318673620824895705749134878613436349765236748698068924150378226783957371112915396931763348452780881397543678541499723832103085484155347931429626951375778935611798716861160334950400,help me understand why i need to fill out all these details just so i can opt out of your marketing
REQUEST,COMPLAINT,REQUEST,-0.0000000000000000000000000000000000000000000000000000000009675875791153500627372843113419738876743849647039147694167582160734797474064169287082773828027631767455533067198872926653638205471181038749348631134547098957457872212017319904291940841695717161081728206591134839421784007435935184097994610160486380623974328413806360862765872890108168723474708896561549105702563551865772875476753303424223718993669499199160320,kindly tell me how to contact customer care for cr card account login i tried your all number and become full
REQUEST,COMPLAINT,REQUEST,-0.000000000000000000000000000000000000042990037574856627294047813587466878572313233512940571161690607545850061413908028372226945654585424638710077386897245204976290505486127562878801732219678022450655109985230338366334198915508430003935778477456195858435616322686737158205678385092337309663237300000,is this a valid email  i do not have any account with you ending with
REQUEST,COMPLAINT,REQUEST,-0.000000000000000000000000000000000000000000000000000000000174322532361522152470341636728920367814482892377763843301456066380573524037860514179058723862267602655406591439218119354666759638973931724243921877078401803922349242684750779380560322173565878614954314736478314250965233154695075766864165782009341876613931318593526249649506067189940316905598200210656826608634512283799774746676637914530654925813771505836851200,number my new relationship manager's number to contact if i wanted anything  however i called sahil today for a call
REQUEST,REQUEST,COMPLAINT,-0.000000000000000000000000000000000000000000000000000000000000041568916950693453661721494645458244491562411157327881478125274966717037568930422540963927072371191242238457061164725357248611157722349077486385893078056592766917283804328877329816135139727815553633871433899013740997585375084057244305485827121178858982264383719124530487304050457010603413492931404691699285171200,why is my pockets card blocked online trans  calling x but exceptional call vol auto disconnect incorrect ivr
REQUEST,MISCEALLANEOUS,REQUEST,-0.00000000000000000000000000010057041534020057899973307445430403057644904851536001875599485679442693750413406779573249265990444690934112633558822986317514237703161397669062284722461711583962400,i ll b in delhi on nvmbr contact m
REQUEST,COMPLAINT,REQUEST,-0.000000000001210681265938537481965115264767614165337803359017020323291346599426785976393477940,nothing yet  please help
REQUEST,COMPLAINT,REQUEST,-0.0000000000000000000000000000000000000004153477858469277141171098926145078471312567866225462863680039055962771963228364236743754123697353572602717189950034246943928500751727599744137774095278551333992613484825160031826269003210641569691869626161559777320759646294264026878843410787183088288007718400,can u give a resolution r solution to this  i send a dm as well
REQUEST,REQUEST,COMPLAINT,-0.00000001293098050700274770030678476754881271097934250532074653441542016500,please check dm
REQUEST,REQUEST,COMPLAINT,-0.000000000000000000000000000000000000000000323736640423014658900196016608424925539031296721404804889198914011326123089263196031115211182042164138662806597622899798382769404742232896502881561617684442614133666280118623074905079815818617801043740468546209861869923579188398339385464364497975647158815573867212570474176000,i need to change my primary contact number can i do it online without visiting branch
REQUEST,REQUEST,COMPLAINT,-0.0000000000000000012106801984746096248915457949534016429638836976489943704203844546989093493356506581817821881312540740141620600080,someone give me a solution plz
REQUEST,REQUEST,COMPLAINT,-0.0000000000000000000712119707913792295556734687766469140342340978342723807856132798590431242166583301515587077298252428146413835696695248697039789400,please contact me as soon as possible
REQUEST,REQUEST,COMPLAINT,-0.0000000000000000000000000000000000000000000000000000000000000000000000027753063341697362303719769891570683357718578525563789060372179321667086984086217173773669204107556964782356791425184031646343913516757796796228003703721614148906208066601459291257414506680378009814644785955404298845634228810229410908404504799664331312239660007598014139909984056020070797129475070774222264536574317876968801246161783951338153634491232105901720864409189226303397666385189661830186721280000,today i got a mail regading the same where mr  sandeep asking for the further process  let see if he could do that soon
REQUEST,REQUEST,COMPLAINT,-0.00000000000000000000000000000000000000000000000000000000000000000000000000000007924345726253803835881677691256492174459297755601376894482896827447048427748682685191688536899527539900069777756668205966086134854950574028190387083242581063195625688430464090346522394380555393694742884663607335960676327768801760852770725718312224919044691977862281979544616373160837727588730178535001472703392968559367046621546766312766044713562529207482648190860377595343034579255788814060129607022055222841712565303089393427015124181690051811740745728000,i wl foreclose plz dnt worry on that  but i need a letter for cibil to rectify kmb's blunders  i hv to get my score correctd
REQUEST,COMPLAINT,REQUEST,-0.0000000000000000000000000000000000000018154766406351475150967499833258216105708772002153663668738406070447079466472365106121125828125497502060064461992874169313944855810409271306222980351762619860344537325467717673605096297228492442332786995845695310129893927051296836926352982240291532000,why there's no kannada language in ur challan  saw this today in bhattar
SUGGESTION,SUGGESTION,REQUEST,-0.000000000000000000000000000000000000000000000003875750727764360387472542813885220741916821739286425053731533463870278858702689101654240119264402664418453777397367336204913103879610159563171627462883380373706059857993108129452561403621952744609840513154946541058003892998547698150700104296830775060203860909040934400,disable auto fill data option on your laptop other devices  follow safebanking practices  to share
REQUEST,COMPLAINT,REQUEST,-0.000000000000000002620623667218019314752468509839464981007290741580008880359762123753539922325141124785341966198795692961492136089280,Looking for a credit card.
