Expected Category, Predicted Category, Next, Diff,Content
COMPLAINT,SUGGESTION,COMPLIMENT,-0.0000000028362226840922715156484781997586526563241578903819323932508845968505330068014760950505141504918813140366219510484015591707509240899715081905888463308295314977938808095075891068800,it's unauthorised atm withdrawal transactions  waiting for the revert
COMPLAINT,SUGGESTION,COMPLIMENT,-0.00000000604394828622721687173899863991593401051053141454668638706843820046175470508959087696412035246454159739314082142693237496976842773232844551744800,chor bank still didnt able to find anything
COMPLAINT,SUGGESTION,COMPLIMENT,-0.000000000000034149902305983116914341724676307774445349867199672548197196094851062855030538847795743108082909957621793461494995547470863763451979995703945030153297623940471104663525265763931460066778726493796756160040972703731187371854311608383738078996553012592894005291981184547686490561955511225386002649191775368562086031797045066222080,dear sirdear kotak teamthere is no reply on my tweet dt th oct pm  clear case of misselling insurance/inv
COMPLAINT,SUGGESTION,COMPLIMENT,-0.000000000000008918416526630283464063032120076987746798949014465726461712359090830359881787139823874757753390147535695026933420955479201616894463402774041538545417467422519445836374693283626986553558686992925813060129330105609188948601345598578156534830330546120309832990462584518420193107693592560855937755945649549103897512077260780275156460843424025600,if your ch***pa over take an action agnst ur bnk else u r a chor tat i alrdy prvd so
COMPLAINT,SUGGESTION,COMPLIMENT,-0.000000000000503120953777493029111734082395428712336848768208040292590095214009551463141468618879862350139321156803609384801385886576891211592100496879422243200776165563550782135068321908113109175699195744539492424058118488930450504355029392292124794282086229456178425934236749700824400348457953171456000,wht abt my other charges  they have committed to do needful within days  its already days now
COMPLAINT,SUGGESTION,COMPLIMENT,-0.00000000000000003719565846717616668976288787521928701954133081930624416869865524783509731174983638040966629166273037312595727728126453877259173551229765884814051042115379115263277295763367241026696978118085994028949156567821427460729649740157005361444488473406914163545264427613974666568099776092788791272023213347607174274862646110503491950248559841808637223055462860900687775178849165432615895214754583844736638834442240,days gone     and over that months eaten away  what is your bank doing  reply saying u cnt do nythin  u r wastin my time
COMPLAINT,SUGGESTION,COMPLIMENT,-0.00000000000000892158944622513764515090088536063782420971821557826487297509438920706834135720449864721097301217526355032923471478680656326801987330538821041887423032439445488324299512213816439176728430372868289921207255802472266543496139531885790515688299180563959217125900321919159504560877024233255415692989689630677963844160536242521401471765610720000,why take after months is my concern  that amounts to cheating is my point       even after a month is dubious
COMPLAINT,SUGGESTION,COMPLIMENT,-0.0000000000000090206129017241065945305355906853602780096056661720225753102871876841830990004732742435850717659418600596629933082711737909439768159790855423199654292225529728015939093622721768747811327617858287894619367499258636804946242762090347713595217856040147321973116766389848905588936065796094104187228674820727665397193791722166708700070378627072000,all other banks i deal with take charges immediately which is best  you know ur charges before taking the service
COMPLAINT,SUGGESTION,COMPLIMENT,-0.0000000000018485531801110323175193342446473419686496260596310278776477811513925760853501418320329755561074195651383348723871420879388161160281590790665388553551310236306066084790660971865687712456133136820367089848127940679675552746774494968581706311555892190822005919190061265417587852800,got a phishing call from + the lady representing asked for credit card details and cvv
COMPLAINT,SUGGESTION,COMPLIMENT,-0.000000001087218522405910121651587629580856635720218589203603908561383732963452526385249918818391111848496769398557306552731759216287310784792252105987421262756232862889237368318443897384801176689368000,m not going to pay emi hereafter  mark it as npa
COMPLAINT,SUGGESTION,COMPLIMENT,-0.0000000000000337303580700164570851984383474638666868133289803860267124027626533622776465904578556374457640177047649711347341938488414464777246525134510365397907248508792059340043642610370513537920464542133557511692939547580910557713268393361916190607054931003784563638143009745144260147188420221346400559289323002049053849180108341600000,lovely   your rm in delhi doesn't even bother to address his client with a salutation   uncalled for   shameful
COMPLAINT,SUGGESTION,COMPLIMENT,-0.00000000000003529199013629098862134755454982808357075592266372234146169768543531681577285047960360002556238526065491816317727316463269243704354914315755463623424172446031336662935245061403453906113237079226665279402457286234992320471211951661537133277463426198300129923464455447275649469934995411556763672553599260229355703818974272000,surrised that to close the car loan i need to travel to cp branch from fbd is challenged technically
COMPLAINT,SUGGESTION,COMPLIMENT,-0.0000000000000331081079385989389745632320821654461111497885438673085548477814969853818842683967586631712496833964807996855651093967484096353186546343164039790171048941585232281528821902539521394876696987466043675488940777587507225145787905214360486908656807531627168834198864708658967336633958899731994963700388430798472513890786839637626880,i hate psu's they've extremely bad way of treating their customers i'll go likes of or
COMPLAINT,SUGGESTION,COMPLIMENT,-0.000000000000528303062300930423199961322209929400513672585801748879076566672440494545686334479264146816435764547710081082211320962368086640977772449118159235489525577005368855066884833986322910405843997154794196406162965953253298128408079841771834276414760779148788526473370264343186318051146175730860000,my money is been drained up in the name if imps without any reason  need refund immediately
COMPLAINT,SUGGESTION,COMPLIMENT,-0.000000000350598460147820029148278931232496928227276468475969716046316540119313326442723088435979139611517050155385500798663102530607143086833562420189254609471967516496431415224689376794077938644878882903545848048245600,recieving a message you are not authorized to view the page kotaknetbankingdown
COMPLAINT,SUGGESTION,COMPLIMENT,-0.0000000080786842315778492574559856645008361663717361179857782036963583124829417213906450385918160889845092627122600969439535078673036488813492678124382307234422762044800,ing vysya was best but you people ruined it
COMPLAINT,SUGGESTION,COMPLIMENT,-0.00000000733755103832579261234072268393486373154286028060438157911595082429461955476313045021974894845406143807539452105695280618770029203979113564473098286402682533372160,chorbank  you are stealing from your own customers  pathetic
COMPLAINT,SUGGESTION,COMPLIMENT,-0.000000000000034430503089258373877424571026455966139802706347831811551561426121302456562845941629841478152388429251246171017911932818631266877293447234519002971576024183576859915055944010592053606588623195928838433963846470401272599839829577504500165407861001698835212244413740405296114918526085322589871349494865109863663939165150313881600,experienced fraudulent transactions on my credit card for the first time   had to get it blocked  efficient support from
COMPLAINT,SUGGESTION,COMPLIMENT,-0.0000000000000001471350844292175357969051602257793717334247846059991056946003732728796003705277171789461597271688231298954399507551371843384054598438104712669612977068513634907917189595863422419131729562042383844886601841291039879704736484701125250679657009142010102364415349821367792718640710151128121572665683656859914869223864096409222999872572198907157764431918424644269934855850998083963734361137152000,kindly check have requested credit card on ur site rec call on this number in   pm that was fishy fr me pl investigate
COMPLAINT,SUGGESTION,COMPLIMENT,-0.000000000000000000036893075690697654099986506489699687085865649440206779018974072443221813811296216736947250627617465145271352998511722774546184430356001967844217669901272531882354623422734693624856058249027121800537615880576169837806475740323356220867959821005040296839721471210049855243214097416405143468780365061638628659382407755794050593320667272274306766210427164078272748539657803297684445723569749246270933393373960779540742721600054255403885281333906874144911090033371879840467110285570155143495680,you have confirmed on mail that charges cant b waived off to which i hav askd u to mark loan as npa as i won't pay like fool
REQUEST,SUGGESTION,COMPLIMENT,-0.00000000000050741345044755987799221832533587657273147911338648067360998854132242299660838830938101696415042469181945416866439418485882276765697692830154262850536590388186507503645456940930179443301867029887102764792178984705217161813766185824701850374234135983867807629660428113595748534984273477265587200,my client wrongly paid excess incometax through icici online can we get reversal by th oct mrng
REQUEST,SUGGESTION,COMPLIMENT,-0.000000000000000036016454519923595437511071973514315005929671473732847246588574448787619655781480006399508378668998214820175468812819654935955055991736652507409754696388596188100607811517320142761169252603063272955696718903526880588241580456350394687936690215814128380067943185341632354987688090808082882334809720937480297568587635953771148179010565825660456225995957881859824766460015606235171899685182821908936067420979200,my salary was than how your employee open maintain a/c he don't told me about that   plz help me  i need your help
REQUEST,SUGGESTION,COMPLIMENT,-0.0000000000000000408503883833937323567309875326879328715046885129668112565228214126710204970857967376295320932592078241528389091973043209353546606237156698973680248330557849589211115318936944908606683121206604015043460925233183986994748556200120220563792819126459888910561512129555648172708899436811865141779646635661249645679744984979311951835283854111198929068082138794547456153466985768681525350926307572980668800000,i have submitted the evidence of whatsapp chat and the answer is same share the email id and will send to you all details
REQUEST,SUGGESTION,COMPLIMENT,-0.0000000000005041775379095717967045623871460847817360434010206275885660114166038514874197763556834177846964666921189295733213182318991723280023229161285515761649995161508410930647409099550051326416082397503328835200578061937405361222183635257159937213671032836661813375549168455324330943536933711229440000,hi i want to unblock my credit card tried calling but number is not working  please help
REQUEST,SUGGESTION,COMPLIMENT,-0.0000000000000005860577337695390361352639601734363231325413508157739931422915717070360762335940752414667731066418494369756580755591471321829431077822227672269341500004847367261089023601549627870980482559657158317928074340292179365335352408450710993956431182557490407984475564746136076570218536423936307681018941619726546727184344812150248760960630869931926146962644572862924794466688000,dear sir if u have the answer to my query pls respond  i am being harassed by ur official on this pretext
COMPLAINT,SUGGESTION,COMPLIMENT,-0.000000000095422898194790692737014026401235840146114657156366947280991858989398616691817559900614886369978488690983325927736357774189294733099515218437785564511257667468274990144174078243361459555955059206622415881768183455045185828354560,why your dnd  there's a national dnd which you need to honor
COMPLAINT,SUGGESTION,COMPLIMENT,-0.00000000000000918847451802822423808279613109403482540122855057096198968414875431615061078434636865649800790272176449004883465298144761117779108788099314041466074170992091358016270588888939630022661310894716672147242925171239559802982951040194933248130762135981023897072209170375423896497764931318549059465795857203298267651646031055700578937432274400000,what is more frustrating is that for customer care you guys only allow characters as the limit for a message
COMPLAINT,SUGGESTION,COMPLIMENT,-0.0000000000274884815662641003655618355782379842020631179048492061001087037042937076661196119634026199781777505163414193721976312891150952546733246586965629373099654580398475825286361852594779572413799892509848932864027485618426045109794130960358035676000,this is completely unprofessional    remember customer care is very important in the service sector
COMPLAINT,SUGGESTION,COMPLIMENT,-0.0000000000001345016953178260849873213446022611783552295552165167137247140138114647000532519552752715080710168772862131806855998444213079350162174271589551212539946746724097194269182857067432190044350462259467114951716025374422068122129375750732865827959255786916424682200549988435404727839758380195649060043873691456000,in my yrs association with this bank its pathetic to see such downfall of this bank  hopeless service
COMPLIMENT,MISCEALLANEOUS,REQUEST,-0.0006088924241302246446268998173082810245562457401960,thank you
COMPLIMENT,SUGGESTION,COMPLIMENT,-0.000000000000006321064376031114714052463827642647304996319651899337637827331922627860292715758588086704619955836146117355683570922492585953807659974633461939780461010451114210194798294755736181798702601710202967355257791479673928175393838582235637527966421106887024137844809149698934254290369633354111031155721309197324448040853388488156281857590228318699520,pls dont go with hdfc credit cards  no offers or benefits for existing customers  better go with sbi or banks
MISCEALLANEOUS,SUGGESTION,COMPLIMENT,-0.000000000000036617603080069183818644238282284323120246576815735817874980082544172950208315192242727331611325084461692902398827473024326497047353843511763679031790962323903945212328005394837283125457026388303105193821830370387959691425656490674449456239185769437084826901938404209074640711522849690178173076125466218886957259847704170086400,days and the elephant called icici bank has not moved reward of banking from inception being wealth management customer
MISCEALLANEOUS,SUGGESTION,COMPLIMENT,-0.0000000000001363267741485705023171350107828159925466326150437017125875381953649927981470088086683697763293800473318037137950585829573935761082699359014007065383456053910694043175445835643494299687823641259010747117823200189428407846056707215919799296386784949747728826712477020748391492160278930964282156470480967109590400,this is how fraudster operate  web address is same except *s* missing in *https* and *l* used inst
MISCEALLANEOUS,SUGGESTION,COMPLIMENT,-0.00000000000054231593193311138423222244777634068366311190709532873146199418121226624609732340279251506288266003651131107226748413159906299271130850623536734512450741477943333617764199764485505540107842832927950071459051225965479758016154016569396836029098729737592778335665090071786873741411197436521509120,a small ell instead of small i in the address  the s missing after http  fraud mail
MISCEALLANEOUS,SUGGESTION,COMPLIMENT,-0.00000000000054231593193311138423222244777634068366311190709532873146199418121226624609732340279251506288266003651131107226748413159906299271130850623536734512450741477943333617764199764485505540107842832927950071459051225965479758016154016569396836029098729737592778335665090071786873741411197436521509120,a small ell instead of small i in the address  the s missing after http  fraud mail
MISCEALLANEOUS,SUGGESTION,COMPLIMENT,-0.00000000000054231593193311138423222244777634068366311190709532873146199418121226624609732340279251506288266003651131107226748413159906299271130850623536734512450741477943333617764199764485505540107842832927950071459051225965479758016154016569396836029098729737592778335665090071786873741411197436521509120,a small ell instead of small i in the address  the s missing after http  fraud mail
MISCEALLANEOUS,SUGGESTION,COMPLIMENT,-0.00000000000000893543228345426986936497556935108137993782686270902769108102527224228457890986834733175615298995654485065979339810079506655331539494487635088624851828139648099738073230586766376090786720549581804380634516669063913902222294775404304102906719432995773178826669279314165443012865965273133986419901137678131161671586501863468839413180609232000,ultimately he had to take down the tweet and tweet a fresh tweet tagging to which finally they replied  /
MISCEALLANEOUS,COMPLIMENT,SUGGESTION,-0.000004807565404420847746773389225949967467180321699208373015222387578847049136479868401593143447290600,finally  after months of waiting
MISCEALLANEOUS,SUGGESTION,COMPLIMENT,-0.0000000000001383593400550826954128336316650316859685725473114293577316638878663835747116443991424483995102204375599865144537122741430029428486692564261477051129481378734253758789886008261460180182529944408888027802751639362127845232345742581955319578219631553761817479475910387434542257177825461732046701353873539200000,i have od account in your neemuch fwa  branch which no is in this account many time irrevere
MISCEALLANEOUS,SUGGESTION,COMPLIMENT,-0.0000000011378249617493822100483313248221813918387840827500805927452644087652226672508348392017161322275583399164001565755900936845087596893620781054900475411829405864177047982727504366914246714070892800,cc closure request and confirmation   but card account still in force
MISCEALLANEOUS,SUGGESTION,COMPLIMENT,-0.00000000095249483690812293168277890176228041668375662527480203936007131871789307032879120187468971190550778170600082255603576565778722174474713547405000166507656636459776567638867438750846112180146479850,join md at ascentconclave for an inspiring talk  more info ascen
MISCEALLANEOUS,COMPLAINT,REQUEST,-0.0035793328304657700537196007456890,sure
REQUEST,SUGGESTION,COMPLIMENT,-0.00000000000053076075171844905577103878564550656358419377686372259169356860838385839451390848204069874194931999936892226694800919383479341074775927797228266866801657453419757940504390902301227031771047105773678010072567453786161174583450615802193910435023019018508453018523578462164071904979847313200000,someone is misusing my email id on an icici bank account; how can this be stopped
REQUEST,COMPLIMENT,SUGGESTION,-0.000004993580517669279619529400975252573918430222252623664507883213799765690209594377965539437858536480,please check on 's concern
REQUEST,SUGGESTION,COMPLIMENT,-0.0000000000004823676330300498740732536622063880827149982379860508158797550733799893091324596916484961847104341412736619849205342238614725584082570809390474280410828330652583761170319257531505147311518341945105088226560909722115528756713991507277524845255240465794551111618915888034678963855796444451840000,i want to talk with some authories senior people who has power of decisions making my no
REQUEST,SUGGESTION,COMPLIMENT,-0.000000000000131285054781984193895197541542921638718787392526673064490014149977044040495093569237628673844310136133411681104905227578559210588507408517585940097809048815124363577800023700131253220124021721881100295959464196641182302218396101528614147930269878282028390680645331358522729930102874346137948104461465497927680,hi team i am a corporate customer   could u pls contact me i need details on demat account
REQUEST,SUGGESTION,COMPLIMENT,-0.00000000000050271243371985346052997594099536412034779277622861347217098951934339260468687250443603154989138472968278395106726014453915537479854143630323436679302229558660282755142447685331723739303134790657616971763991575898369088647185159509165480791462350512572035319238708593332533487542975209400000,you to write to antiphishing com with your contact details incase you receive any such calls  furt
REQUEST,SUGGESTION,COMPLIMENT,-0.0000000003533303443080794719025575105234588586648010027814334351709313497607753098527187077150842035848975637878610881525793089538975290134576616372130104996167654984069431879304284838941576717599283423821203993377753600,please also refund the other atm charge been applied on the account
REQUEST,SUGGESTION,COMPLIMENT,-0.0000000000000342037797198192910613791619578733653987082104641776723310587941027733995241573972714988543404497693699713893631923296006573306980658459913918622255718789645526313273026770707957948083555212954080939296491545007415449686352380874179164125325117279273942850193812794353082984203745216215559168192781776625111126310722337382400,i have tried so many times plz email me rk_rose  com  from mail id u can get all details
REQUEST,MISCEALLANEOUS,REQUEST,-0.00050343744093819901415788957581183808819801096320,call me
REQUEST,COMPLIMENT,SUGGESTION,-0.0000007229620389485570690567227433021871302056622325041062514676640703206372825101185106456005984143356555402609590400,please look into the matter asap
REQUEST,SUGGESTION,COMPLIMENT,-0.00000000032284522312600866776577459543293437424325804158737166085217094360987621162194274503594989192191504403293974840727220654551150830370499702516518960884496833398077654431170936174108981417091807047196465000800000,these are fraudsters calls please don't share any information to them
REQUEST,SUGGESTION,COMPLIMENT,-0.000000000000002265918113934212081935451606402993899492544458723665758543891014205122096085994581932929799967491512644613823430254808010856793634866627928349259433691197394285556471950853223398037819353438006506634474960814087715252206506859511926435094417296496313725639764531504862408788806169675874891331443296097295379972751552688891323554084655981385985742556359680000,help me understand why i need to fill out all these details just so i can opt out of your marketing
REQUEST,SUGGESTION,COMPLIMENT,-0.000000000000002221458413093136047508002388861667091209186444650454791013415711606771269025753785433916094383807838314775341043809779702605724259250043031922829338390137241326314243782050609388105264741227919530487817399867861278169293366451402280246518247842215522421158611079037815593997432234230252190414722819963223787467516711898155980444447625903811906243048509440000,kindly tell me how to contact customer care for cr card account login i tried your all number and become full
REQUEST,SUGGESTION,COMPLIMENT,-0.0000000000070851137126389162223679105207324760837287294591610308176236549078593512432312102830556437082485362289438898735237653100047526875185580189176923788516292743322838264576575951595093736236793590114476004561792856277655866138404200403724121789451298210001216000,is this a valid email  i do not have any account with you ending with
REQUEST,SUGGESTION,COMPLIMENT,-0.00000000000000223187518803971425809488506554795868518167895902116603673078323322275127700863226385605513167077633003836298815343740213140801999455732524555351964617889549444763226589064158684624015443593805611453811337399365173887399536650581526319458894450133571653328291189293004297268375241941997171031393461770493978097504060962171145030844883332940296412638054400000,number my new relationship manager's number to contact if i wanted anything  however i called sahil today for a call
REQUEST,SUGGESTION,COMPLIMENT,-0.0000000000001304785071052524434456723152948092101726454374355022339393414241748941296840055944583146779703958624736000631741648145953557666740103855898518519782070073853972138452635546008963519355776614431023227866487656601227517794433763349761665158911259801107313545959974036202628175256662287932187535193196525969910400,why is my pockets card blocked online trans  calling x but exceptional call vol auto disconnect incorrect ivr
REQUEST,SUGGESTION,COMPLIMENT,-0.00000000829032197984530741691686037013798078564138919089066125736899530713418933318094238411633071251069422789857277118642902445551871714617710253976833076962240834058560,i ll b in delhi on nvmbr contact m
REQUEST,COMPLIMENT,SUGGESTION,-0.0000294330366425975718301903858596172240654906872489202690522419567038884604795355720,nothing yet  please help
REQUEST,SUGGESTION,COMPLIMENT,-0.0000000000071821843213184605056904275239439825227925655371044827572421640096082259961767377837880074493462394164620563235200888960512678359921465089175619970906699903318779624201833490969267678979047507012845035097076094150192219677470117177258421033103772022116096000,can u give a resolution r solution to this  i send a dm as well
REQUEST,MISCEALLANEOUS,COMPLIMENT,-0.0000105967114390181809164563951616746278248656575775457507068328400,please check dm
REQUEST,SUGGESTION,COMPLIMENT,-0.000000000001901283142544022975251069948867279885205759110850615486761520057527469510314227998528105314286801502090797235669416341124180059760955273095256053487160999162854978915567193727150436710289691497472557728653817696127367881922796860538638395735444936125727938005802445455360000,i need to change my primary contact number can i do it online without visiting branch
REQUEST,COMPLIMENT,SUGGESTION,-0.00000075459925455157783747787125890230541171565194136265035940813159407295174377337160853194622895512048620987028652960,someone give me a solution plz
REQUEST,COMPLIMENT,SUGGESTION,-0.0000000724313861846361637821267464483147097387010470394629225216755971290425829643263783124245405896503561662335308616419671126297110400,please contact me as soon as possible
REQUEST,SUGGESTION,COMPLIMENT,-0.00000000000000003702625121307087301045879179551380034855411272808377255161341767552941132185889437748065147828671162446169323805336525248531824200179584138330764328071556717618535682697826456201287194837494407804173571854348569639802617584311145523692197740141020878247704389204244775447334742451821639075245660539550047748769664573150655301768541482389988113501803908499260021075272623478664413298894988819000069156160000,today i got a mail regading the same where mr  sandeep asking for the further process  let see if he could do that soon
REQUEST,SUGGESTION,COMPLIMENT,-0.0000000000000000005862029392624048350101105698209870843338859543441327562569960766646722882703387838263337166996762529606679860722942974294301140484593723778332985920249205560241944573748621679241600862028045298805035685027646333253858948994608634049900971330269438501826290391287342793780265200414719387992734118707286873512499361292592972216849423775328410342976119946961658358933456266399085519109511360720225684010006082039542127966814492054624703406087962400196864000,i wl foreclose plz dnt worry on that  but i need a letter for cibil to rectify kmb's blunders  i hv to get my score correctd
REQUEST,SUGGESTION,COMPLIMENT,-0.00000000002815269223095368594284454212922241041669570466939384140312906839418238914485717064044425539840759525865776441284104075918170948590953809660617924406105291097372293391396194570158402676326910504515830076849193288139376594217254322599598745600,why there's no kannada language in ur challan  saw this today in bhattar
REQUEST,COMPLIMENT,SUGGESTION,-0.00000101408086556813372491923774643947667444121175401269416220473333515126127885484024515060013072823459874775224218800,Looking for a credit card.
